inspection_id,violation,major_violation,status,violation_text,correction_type_link,violation_accela,link
7020634,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
7020634,Hot and Cold Water,N,Out of Compliance - Minor,Hot and Cold Water,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor21.html,21. Hot & cold water available,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor21.html
7020634,Warewashing Facilities Maintained,N,Out of Compliance,Warewashing Facilities Maintained,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html,"34. Warewashing facilities -installed, maintained, used; Test strips available",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html
7020634,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6807462,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6807462,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6807462,Warewashing Facilities Maintained,N,Out of Compliance,Warewashing Facilities Maintained,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html,"34. Warewashing facilities -installed, maintained, used; Test strips available",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html
6807462,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6807462,Wiping Cloths,N,Out of Compliance,Wiping Cloths,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html,"40. Wiping cloths -properly used, stored",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html
6610914,"Equipment and Utensil Storage, Use",N,Out of Compliance,"Equipment and Utensil Storage, Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html,"35. Equipment / Utensils -approved, installed, good repair, capacity",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html
6610914,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6574013,"Equipment and Utensil Storage, Use",N,Out of Compliance,"Equipment and Utensil Storage, Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html,"35. Equipment / Utensils -approved, installed, good repair, capacity",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html
7149306,Food Safety Certification,N,Out of Compliance - Minor,Food Safety Certification,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html,1a. Food Safety Certification & Exp. Date,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html
7052738,Food Safety Certification,N,Out of Compliance - Minor,Food Safety Certification,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html,1a. Food Safety Certification & Exp. Date,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html
7052738,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
7052738,Food Separated and Protected,N,Out of Compliance,Food Separated and Protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html,27. Food separated and protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html
7052738,"Equipment and Utensil Storage, Use",N,Out of Compliance,"Equipment and Utensil Storage, Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html,"35. Equipment / Utensils -approved, installed, good repair, capacity",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html
7052738,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
7052738,"Premises, Vermin-proofing, Personal/Cleaning Items",N,Out of Compliance,"Premises, Vermin-proofing, Personal/Cleaning Items",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html,"44. Premises, personal / cleaning items, vermin-proofing",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html
7052738,Permit,N,Yes,Permit,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/nopermit.html,No Valid Permit,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/nopermit.html
6831818,Food Safety Certification,N,Out of Compliance - Minor,Food Safety Certification,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html,1a. Food Safety Certification & Exp. Date,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html
6831818,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
6831818,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6831818,"Floors, Walls, and Ceilings",N,Out of Compliance,"Floors, Walls, and Ceilings",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html,"45. Floor, walls and ceilings - built, maintained, clean",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html
6653010,Food Safety Certification,N,Out of Compliance - Minor,Food Safety Certification,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html,1a. Food Safety Certification & Exp. Date,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html
6653010,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6653010,Food Separated and Protected,N,Out of Compliance,Food Separated and Protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html,27. Food separated and protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html
6653010,Ventilation and Lighting,N,Out of Compliance,Ventilation and Lighting,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp38.html,"38. Adequate ventilation/ Lighting - designated areas, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp38.html
6653010,Plumbing,N,Out of Compliance,Plumbing,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp41.html,41. Plumbing -proper backflow devices,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp41.html
6300462,Vermin,N,Out of Compliance - Minor,Vermin,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor23.html,"23. No rodents, insects, birds or animals",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor23.html
6300462,Nonfood Contact Surfaces Clean,N,Out of Compliance,Nonfood Contact Surfaces Clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html,33. Nonfood contact surfaces clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html
6300462,Wiping Cloths,N,Out of Compliance,Wiping Cloths,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html,"40. Wiping cloths -properly used, stored",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html
6300462,"Floors, Walls, and Ceilings",N,Out of Compliance,"Floors, Walls, and Ceilings",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html,"45. Floor, walls and ceilings - built, maintained, clean",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html
7256423,Permit,N,Yes,Permit,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/nopermit.html,No Valid Permit,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/nopermit.html
6958716,Food Safety Certification,N,Out of Compliance - Minor,Food Safety Certification,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html,1a. Food Safety Certification & Exp. Date,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html
6958716,Thawing Methods,N,Out of Compliance,Thawing Methods,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp26.html,"26. Approved thawing methods used, frozen food",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp26.html
6958716,"Equipment and Utensil Storage, Use",N,Out of Compliance,"Equipment and Utensil Storage, Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html,"35. Equipment / Utensils -approved, installed, good repair, capacity",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html
6958716,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6958715,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6958715,"Equipment and Utensil Storage, Use",N,Out of Compliance,"Equipment and Utensil Storage, Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html,"35. Equipment / Utensils -approved, installed, good repair, capacity",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html
6958715,"Premises, Vermin-proofing, Personal/Cleaning Items",N,Out of Compliance,"Premises, Vermin-proofing, Personal/Cleaning Items",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html,"44. Premises, personal / cleaning items, vermin-proofing",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html
6304532,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6304532,Thawing Methods,N,Out of Compliance,Thawing Methods,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp26.html,"26. Approved thawing methods used, frozen food",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp26.html
6304532,Warewashing Facilities Maintained,N,Out of Compliance,Warewashing Facilities Maintained,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html,"34. Warewashing facilities -installed, maintained, used; Test strips available",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html
6304532,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6304532,Ventilation and Lighting,N,Out of Compliance,Ventilation and Lighting,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp38.html,"38. Adequate ventilation/ Lighting - designated areas, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp38.html
6304532,"Floors, Walls, and Ceilings",N,Out of Compliance,"Floors, Walls, and Ceilings",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html,"45. Floor, walls and ceilings - built, maintained, clean",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html
6962071,Food Properly Labeled & Honestly Presented,N,Out of Compliance,Food Properly Labeled & Honestly Presented,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp32.html,32. Food properly labeled & honestly presented,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp32.html
6962071,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6711742,Food Properly Labeled & Honestly Presented,N,Out of Compliance,Food Properly Labeled & Honestly Presented,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp32.html,32. Food properly labeled & honestly presented,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp32.html
6711742,Toilet Facilities,N,Out of Compliance,Toilet Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp43.html,"43. Toilet facilities -properly constructed, supplied, clean",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp43.html
7276155,Food Handler Training,N,Out of Compliance - Minor,Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html,1b. Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html
7276155,Warewashing Facilities Maintained,N,Out of Compliance,Warewashing Facilities Maintained,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html,"34. Warewashing facilities -installed, maintained, used; Test strips available",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp34.html
7264034,"Equipment and Utensil Storage, Use",N,Out of Compliance,"Equipment and Utensil Storage, Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html,"35. Equipment / Utensils -approved, installed, good repair, capacity",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html
7264034,Plumbing,N,Out of Compliance,Plumbing,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp41.html,41. Plumbing -proper backflow devices,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp41.html
7264034,"Floors, Walls, and Ceilings",N,Out of Compliance,"Floors, Walls, and Ceilings",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html,"45. Floor, walls and ceilings - built, maintained, clean",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html
7330830,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
7330830,Food Contact Surfaces,N,Out of Compliance - Minor,Food Contact Surfaces,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html,14. Food contact surfaces clean & sanitized,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor14.html
7330830,Vermin,N,Out of Compliance - Minor,Vermin,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor23.html,"23. No rodents, insects, birds or animals",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor23.html
7324948,Plumbing,N,Out of Compliance,Plumbing,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp41.html,41. Plumbing -proper backflow devices,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp41.html
6722449,Hot and Cold Water,N,Out of Compliance - Minor,Hot and Cold Water,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor21.html,21. Hot & cold water available,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor21.html
